level,notation,prefLabel
2,552,"Petrology"
2,553,"Economic geology"
2,554,"Earth sciences of Europe"
2,555,"Earth sciences of Asia"
2,556,"Earth sciences of Africa"
2,557,"Earth sciences of North America"
2,558,"Earth sciences of South America"
2,559,"Earth sciences of other areas"
1,56,"Fossils & prehistoric life"
2,560,"Paleontology; paleozoology"
2,561,"Paleobotany; fossil microorganisms"
2,562,"Fossil invertebrates"
2,563,"Fossil marine & seashore invertebrates"
2,564,"Fossil mollusks & molluscoids"
2,565,"Fossil arthropods"
2,566,"Fossil chordates"
2,567,"Fossil cold-blooded vertebrates; fossil fishes"
2,568,"Fossil birds"
2,569,"Fossil mammals"
1,57,"Life sciences; biology"
2,570,"Life sciences; biology"
2,571,"Physiology & related subjects"
2,572,"Biochemistry"
2,573,"Specific physiological systems in animals"
2,575,"Specific parts of & systems in plants"
2,576,"Genetics & evolution"
2,577,"Ecology"
2,578,"Natural history of organisms"
2,579,"Microorganisms, fungi & algae"
1,58,"Plants (Botany)"
2,580,"Plants (Botany)"
2,581,"Specific topics in natural history"
2,582,"Plants noted for characteristics & flowers"
2,583,"Dicotyledons"
2,584,"Monocotyledons"
2,585,"Gymnosperms; conifers"
2,586,"Seedless plants"
2,587,"Vascular seedless plants"
2,588,"Bryophytes"
1,59,"Animals (Zoology)"
2,590,"Animals (Zoology)"
2,591,"Specific topics in natural history"
2,592,"Invertebrates"
2,593,"Marine & seashore invertebrates"
2,594,"Mollusks & molluscoids"
2,595,"Arthropods"
2,596,"Chordates"
2,597,"Cold-blooded vertebrates; fishes"
2,598,"Birds"
2,599,"Mammals"
0,6,"Technology"
1,60,"Technology"
2,600,"Technology"
2,601,"Philosophy & theory"
2,602,"Miscellany"
2,603,"Dictionaries & encyclopedias"
2,604,"Special topics"
2,605,"Serial publications"
2,606,"Organizations"
2,607,"Education, research & related topics"
2,608,"Inventions & patents"
2,609,"Historical, geographic & persons treatment"
1,61,"Medicine & health"
2,610,"Medicine & health"
2,611,"Human anatomy, cytology & histology"
2,612,"Human physiology"
2,613,"Personal health & safety"
2,614,"Incidence & prevention of disease"
2,615,"Pharmacology & therapeutics"
2,616,"Diseases"
2,617,"Surgery & related medical specialties"
2,618,"Gynecology, obstetrics, pediatrics & geriatrics"
1,62,"Engineering"
2,620,"Engineering & allied operations"
2,621,"Applied physics"
2,622,"Mining & related operations"
2,623,"Military & nautical engineering"
2,624,"Civil engineering"
2,625,"Engineering of railroads & roads"
2,627,"Hydraulic engineering"
2,628,"Sanitary & municipal engineering"
2,629,"Other branches of engineering"
1,63,"Agriculture"
2,630,"Agriculture & related technologies"
2,631,"Techniques, equipment & materials"
2,632,"Plant injuries, diseases & pests"
2,633,"Field & plantation crops"
2,634,"Orchards, fruits & forestry"
2,635,"Garden crops (Horticulture)"
2,636,"Animal husbandry"
2,637,"Processing dairy & related products"
2,638,"Insect culture"
2,639,"Hunting, fishing & conservation"
1,64,"Home & family management"
2,640,"Home & family management"
2,641,"Food & drink"
2,642,"Meals & table service"
2,643,"Housing & household equipment"
2,644,"Household utilities"
2,645,"Household furnishings"
2,646,"Sewing, clothing & personal living"
2,647,"Management of public households"
2,648,"Housekeeping"
2,649,"Child rearing & home care of persons"
1,65,"Management & public relations"
2,650,"Management & auxiliary services"
2,651,"Office services"
2,652,"Processes of written communication"
2,653,"Shorthand"
2,657,"Accounting"
2,658,"General management"
2,659,"Advertising & public relations"
1,66,"Chemical engineering"
2,660,"Chemical engineering"
2,661,"Industrial chemicals"
2,662,"Explosives, fuels & related products"
2,663,"Beverage technology"
2,664,"Food technology"
2,665,"Industrial oils, fats, waxes & gases"
2,666,"Ceramic & allied technologies"
2,667,"Cleaning, color & coating technologies"
2,668,"Technology of other organic products"
2,669,"Metallurgy"
1,67,"Manufacturing"
2,670,"Manufacturing"
2,671,"Metalworking & primary metal products"
2,672,"Iron, steel & other iron alloys"
2,673,"Nonferrous metals"
2,674,"Lumber processing, wood products & cork"
2,675,"Leather & fur processing"
2,676,"Pulp & paper technology"
2,677,"Textiles"
2,678,"Elastomers & elastomer products"
2,679,"Other products of specific materials"
1,68,"Manufacture for specific uses"
2,680,"Manufacture for specific uses"
2,681,"Precision instruments & other devices"
2,682,"Small forge work (Blacksmithing)"
2,683,"Hardware & household appliances"
2,684,"Furnishings & home workshops"
2,685,"Leather, fur goods & related products"
2,686,"Printing & related activities"
2,687,"Clothing & accessories"
2,688,"Other final products & packaging"
1,69,"Building & construction"
2,690,"Buildings"
2,691,"Building materials"
2,692,"Auxiliary construction practices"
2,693,"Specific materials & purposes"
2,694,"Wood construction & carpentry"
2,695,"Roof covering"
2,696,"Utilities"
2,697,"Heating, ventilating & air-conditioning"
2,698,"Detail finishing"
0,7,"Arts & recreation"
1,70,"Arts"
2,700,"The arts; fine & decorative arts"
2,701,"Philosophy of fine & decorative arts"
2,702,"Miscellany of fine & decorative arts"
2,703,"Dictionaries of fine & decorative arts"
2,704,"Special topics in fine & decorative arts"
2,705,"Serial publications of fine & decorative arts"
2,706,"Organizations & management"
2,707,"Education, research & related topics"
2,708,"Galleries, museums & private collections"
2,709,"Historical, geographic & persons treatment"
1,71,"Landscaping & area planning"
2,710,"Civic & landscape art"
2,711,"Area planning"
2,712,"Landscape architecture"
2,713,"Landscape architecture of trafficways"
